,1990-91,1991-92,1992-93,1993-94,1994-95,1995-96,1996-97,1997-98,1998-99,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21
salary cap,11871000,12500000,14000000,15175000,15964000,23000000,24363000,26900000,30000000,34000000,35500000,42500000,40271000,43840000,43870000,49500000,53135000,55630000,58680000,57700000,58044000,58044000,58044000,58679000,63065000,70000000,94143000,99093000,101869000,109140000,109140000
